x,y,label
71,725,key
71,426,key
71,536,key
71,637,key
71,313,key
71,448,key
71,558,key
71,335,key
71,659,key
71,357,key
71,579,key
71,379,key
71,470,key
71,692,key
71,714,key
71,401,key
71,591,key
71,612,key
134,448,key
227,514,key
227,503,key
265,503,key
129,558,key
150,558,key
103,659,key
262,692,key
227,612,nonkey
227,426,nonkey
227,536,nonkey
227,637,nonkey
227,313,nonkey
227,335,nonkey
227,448,nonkey
227,558,nonkey
227,659,nonkey
227,357,nonkey
227,379,nonkey
227,579,nonkey
227,470,nonkey
227,692,nonkey
227,481,nonkey
227,492,nonkey
227,714,nonkey
227,401,nonkey
259,357,nonkey
258,448,nonkey
258,612,nonkey
258,379,nonkey
258,426,nonkey
258,536,nonkey
258,579,nonkey
258,637,nonkey
258,714,nonkey
258,401,nonkey
271,401,nonkey
271,448,nonkey
271,612,nonkey
271,379,nonkey
271,426,nonkey
271,536,nonkey
271,579,nonkey
271,637,nonkey
271,714,nonkey
297,714,nonkey
297,401,nonkey
297,448,nonkey
297,612,nonkey
297,379,nonkey
297,426,nonkey
297,536,nonkey
297,579,nonkey
297,637,nonkey
340,714,nonkey
340,401,nonkey
340,448,nonkey
340,612,nonkey
340,379,nonkey
340,426,nonkey
340,536,nonkey
340,579,nonkey
340,637,nonkey
360,714,nonkey
360,401,nonkey
360,448,nonkey
360,612,nonkey
360,379,nonkey
360,426,nonkey
360,536,nonkey
360,579,nonkey
360,637,nonkey
118,448,nonkey
237,470,nonkey
245,492,nonkey
304,503,nonkey
319,503,nonkey
333,503,nonkey
390,503,nonkey
264,558,nonkey
278,558,nonkey
124,579,nonkey
147,579,nonkey
250,659,nonkey
275,659,nonkey
288,659,nonkey
299,659,nonkey
156,714,nonkey
