x,y,label
71,439,key
71,329,key
71,351,key
71,483,key
71,296,key
71,373,key
71,417,key
71,318,key
71,461,key
71,252,key
71,263,key
71,395,key
103,263,key
262,296,key
247,351,key
111,395,key
111,417,key
107,439,key
118,461,key
104,483,key
227,263,nonkey
227,395,nonkey
227,439,nonkey
227,351,nonkey
227,483,nonkey
227,296,nonkey
227,373,nonkey
227,417,nonkey
227,318,nonkey
227,461,nonkey
250,263,nonkey
250,483,nonkey
275,263,nonkey
288,263,nonkey
299,263,nonkey
156,318,nonkey
258,395,nonkey
258,439,nonkey
258,373,nonkey
258,417,nonkey
258,318,nonkey
258,461,nonkey
271,395,nonkey
271,439,nonkey
271,373,nonkey
271,417,nonkey
271,318,nonkey
271,461,nonkey
297,461,nonkey
297,395,nonkey
297,439,nonkey
297,373,nonkey
297,417,nonkey
297,318,nonkey
340,318,nonkey
340,461,nonkey
340,395,nonkey
340,439,nonkey
340,373,nonkey
340,417,nonkey
360,417,nonkey
360,318,nonkey
360,461,nonkey
360,395,nonkey
360,439,nonkey
360,373,nonkey
