x,y,label
71,296,key
71,428,key
71,516,key
71,329,key
71,450,key
71,351,key
71,250,key
71,472,key
71,362,key
71,384,key
71,274,key
71,406,key
71,494,key
103,296,key
262,329,key
247,384,key
111,428,key
111,450,key
107,472,key
118,494,key
104,516,key
227,494,nonkey
227,250,nonkey
227,296,nonkey
227,428,nonkey
227,472,nonkey
227,384,nonkey
227,516,nonkey
227,274,nonkey
227,329,nonkey
227,406,nonkey
227,450,nonkey
227,351,nonkey
258,351,nonkey
258,494,nonkey
258,250,nonkey
258,428,nonkey
258,472,nonkey
258,274,nonkey
258,406,nonkey
258,450,nonkey
271,450,nonkey
271,351,nonkey
271,494,nonkey
271,250,nonkey
271,296,nonkey
271,428,nonkey
271,472,nonkey
271,274,nonkey
271,406,nonkey
297,450,nonkey
297,351,nonkey
297,494,nonkey
297,250,nonkey
297,428,nonkey
297,472,nonkey
297,274,nonkey
297,406,nonkey
340,406,nonkey
340,450,nonkey
340,351,nonkey
340,494,nonkey
340,250,nonkey
340,428,nonkey
340,472,nonkey
340,274,nonkey
360,406,nonkey
360,450,nonkey
360,351,nonkey
360,494,nonkey
360,250,nonkey
360,428,nonkey
360,472,nonkey
360,274,nonkey
245,296,nonkey
284,296,nonkey
295,296,nonkey
156,351,nonkey
250,516,nonkey
