x,y,label
71,283,key
71,461,key
71,582,key
71,483,key
71,384,key
71,505,key
71,305,key
71,604,key
71,406,key
71,527,key
71,327,key
71,239,key
71,428,key
71,450,key
71,560,key
71,338,key
71,261,key
71,359,key
134,239,key
129,305,key
150,305,key
315,305,key
103,406,key
227,428,key
247,483,key
111,527,key
111,560,key
107,582,key
118,604,key
118,239,nonkey
227,261,nonkey
227,359,nonkey
227,283,nonkey
227,483,nonkey
227,582,nonkey
227,384,nonkey
227,505,nonkey
227,305,nonkey
227,604,nonkey
227,406,nonkey
227,527,nonkey
227,327,nonkey
227,239,nonkey
227,538,nonkey
227,450,nonkey
227,560,nonkey
258,359,nonkey
258,604,nonkey
258,283,nonkey
258,327,nonkey
258,582,nonkey
258,239,nonkey
258,384,nonkey
258,505,nonkey
258,450,nonkey
258,560,nonkey
271,450,nonkey
271,560,nonkey
271,359,nonkey
271,604,nonkey
271,283,nonkey
271,327,nonkey
271,582,nonkey
271,239,nonkey
271,384,nonkey
271,505,nonkey
297,450,nonkey
297,560,nonkey
297,359,nonkey
297,604,nonkey
297,283,nonkey
297,327,nonkey
297,582,nonkey
297,239,nonkey
297,384,nonkey
297,505,nonkey
340,450,nonkey
340,560,nonkey
340,359,nonkey
340,604,nonkey
340,283,nonkey
340,327,nonkey
340,582,nonkey
340,239,nonkey
340,384,nonkey
340,505,nonkey
360,505,nonkey
360,450,nonkey
360,560,nonkey
360,359,nonkey
360,604,nonkey
360,283,nonkey
360,327,nonkey
360,582,nonkey
360,239,nonkey
360,384,nonkey
247,261,nonkey
253,305,nonkey
284,305,nonkey
295,305,nonkey
124,327,nonkey
147,327,nonkey
255,406,nonkey
277,406,nonkey
302,406,nonkey
316,406,nonkey
327,406,nonkey
156,450,nonkey
248,527,nonkey
263,527,nonkey
240,538,nonkey
252,538,nonkey
