x,y,label
34,496,key
34,666,key
34,505,key
34,590,key
34,676,key
34,514,key
34,685,key
34,524,key
34,533,key
34,600,key
34,695,key
34,543,key
34,609,key
34,704,key
34,619,key
34,552,key
34,562,key
34,628,key
34,638,key
34,571,key
34,647,key
34,581,key
34,657,key
34,486,key
304,486,key
98,543,key
91,571,key
112,571,key
61,581,key
342,581,key
342,590,key
60,590,key
83,609,key
72,695,key
365,695,key
81,704,key
304,496,nonkey
304,666,nonkey
304,505,nonkey
304,676,nonkey
304,590,nonkey
304,514,nonkey
304,685,nonkey
304,524,nonkey
304,533,nonkey
304,600,nonkey
304,695,nonkey
304,609,nonkey
304,543,nonkey
304,619,nonkey
304,704,nonkey
304,552,nonkey
304,562,nonkey
304,628,nonkey
304,638,nonkey
304,571,nonkey
304,647,nonkey
304,581,nonkey
304,657,nonkey
333,496,nonkey
325,609,nonkey
325,543,nonkey
325,666,nonkey
325,676,nonkey
325,514,nonkey
325,562,nonkey
325,638,nonkey
325,533,nonkey
325,600,nonkey
325,657,nonkey
82,543,nonkey
336,552,nonkey
317,590,nonkey
317,581,nonkey
378,581,nonkey
378,590,nonkey
326,619,nonkey
344,619,nonkey
115,657,nonkey
315,685,nonkey
342,685,nonkey
334,695,nonkey
345,695,nonkey
