x,y,label
92,290,key
92,624,key
92,325,key
92,428,key
92,543,key
92,647,key
92,451,key
92,463,key
92,348,key
92,371,key
92,693,key
92,256,key
92,382,key
92,267,key
92,279,key
205,256,key
319,302,key
228,394,key
124,463,key
122,543,key
223,670,key
309,670,key
205,394,nonkey
205,624,nonkey
205,405,nonkey
205,417,nonkey
205,440,nonkey
205,647,nonkey
205,451,nonkey
205,658,nonkey
205,474,nonkey
205,670,nonkey
205,486,nonkey
205,681,nonkey
205,497,nonkey
205,693,nonkey
205,267,nonkey
205,509,nonkey
205,704,nonkey
205,279,nonkey
205,302,nonkey
205,520,nonkey
205,532,nonkey
205,313,nonkey
205,325,nonkey
205,555,nonkey
205,336,nonkey
205,566,nonkey
205,359,nonkey
205,578,nonkey
205,371,nonkey
205,589,nonkey
205,601,nonkey
205,612,nonkey
229,302,nonkey
229,440,nonkey
229,451,nonkey
284,566,nonkey
284,302,nonkey
284,486,nonkey
298,509,nonkey
298,302,nonkey
298,589,nonkey
221,624,nonkey
221,405,nonkey
221,325,nonkey
221,371,nonkey
221,693,nonkey
236,325,nonkey
242,336,nonkey
317,359,nonkey
317,336,nonkey
330,670,nonkey
330,336,nonkey
343,336,nonkey
226,359,nonkey
263,359,nonkey
293,359,nonkey
241,624,nonkey
241,371,nonkey
379,624,nonkey
379,635,nonkey
379,382,nonkey
379,693,nonkey
402,382,nonkey
419,382,nonkey
439,382,nonkey
292,394,nonkey
335,394,nonkey
237,405,nonkey
248,474,nonkey
248,555,nonkey
266,474,nonkey
266,670,nonkey
266,555,nonkey
353,474,nonkey
353,555,nonkey
247,566,nonkey
247,486,nonkey
267,566,nonkey
267,486,nonkey
252,578,nonkey
252,497,nonkey
268,578,nonkey
268,497,nonkey
303,578,nonkey
303,497,nonkey
340,578,nonkey
340,497,nonkey
227,589,nonkey
227,509,nonkey
282,509,nonkey
282,589,nonkey
246,520,nonkey
246,601,nonkey
265,520,nonkey
265,601,nonkey
264,612,nonkey
264,532,nonkey
288,612,nonkey
288,532,nonkey
301,612,nonkey
301,532,nonkey
437,624,nonkey
230,647,nonkey
280,647,nonkey
222,658,nonkey
222,704,nonkey
346,670,nonkey
243,693,nonkey
458,693,nonkey
