x,y,label
92,415,key
92,529,key
92,334,key
92,621,key
92,437,key
92,449,key
92,656,key
92,380,key
92,679,key
92,253,key
92,265,key
92,702,key
92,276,key
92,288,key
92,403,key
92,610,key
205,253,key
205,392,key
205,644,key
205,702,key
205,368,key
291,368,key
291,392,key
291,644,key
124,449,key
122,529,key
131,679,key
191,679,key
205,311,nonkey
205,323,nonkey
205,334,nonkey
205,541,nonkey
205,345,nonkey
205,552,nonkey
205,357,nonkey
205,564,nonkey
205,576,nonkey
205,380,nonkey
205,587,nonkey
205,599,nonkey
205,403,nonkey
205,610,nonkey
205,426,nonkey
205,621,nonkey
205,437,nonkey
205,633,nonkey
205,460,nonkey
205,472,nonkey
205,656,nonkey
205,484,nonkey
205,668,nonkey
205,495,nonkey
205,691,nonkey
205,265,nonkey
205,276,nonkey
205,507,nonkey
205,300,nonkey
205,518,nonkey
230,426,nonkey
230,621,nonkey
230,437,nonkey
230,691,nonkey
230,265,nonkey
231,300,nonkey
279,300,nonkey
306,311,nonkey
222,656,nonkey
222,334,nonkey
222,380,nonkey
222,621,nonkey
222,357,nonkey
222,610,nonkey
244,656,nonkey
244,334,nonkey
223,668,nonkey
223,633,nonkey
223,345,nonkey
92,357,nonkey
233,357,nonkey
243,392,nonkey
243,644,nonkey
243,368,nonkey
259,368,nonkey
259,392,nonkey
259,644,nonkey
272,368,nonkey
272,392,nonkey
272,644,nonkey
241,380,nonkey
241,610,nonkey
224,403,nonkey
379,610,nonkey
379,403,nonkey
427,403,nonkey
427,610,nonkey
484,403,nonkey
484,610,nonkey
248,541,nonkey
248,460,nonkey
266,541,nonkey
266,460,nonkey
355,541,nonkey
355,460,nonkey
249,552,nonkey
249,472,nonkey
268,472,nonkey
268,484,nonkey
268,552,nonkey
268,564,nonkey
285,472,nonkey
285,552,nonkey
251,484,nonkey
251,564,nonkey
304,484,nonkey
304,564,nonkey
342,564,nonkey
342,484,nonkey
227,576,nonkey
227,495,nonkey
283,576,nonkey
283,495,nonkey
299,576,nonkey
299,495,nonkey
246,587,nonkey
246,507,nonkey
265,587,nonkey
265,507,nonkey
264,599,nonkey
264,518,nonkey
289,518,nonkey
289,599,nonkey
303,518,nonkey
303,599,nonkey
