x,y,label
98,499,key
98,315,key
98,556,key
98,533,key
98,625,key
98,338,key
98,430,key
98,361,key
98,487,key
98,591,key
98,395,key
98,648,key
294,315,key
294,326,key
375,315,key
330,395,key
330,430,key
331,453,key
331,556,key
331,533,key
331,625,key
331,487,key
331,591,key
372,533,key
152,556,key
212,556,key
380,625,key
158,648,key
80,315,nonkey
80,556,nonkey
80,533,nonkey
80,625,nonkey
80,338,nonkey
80,430,nonkey
80,361,nonkey
80,487,nonkey
80,591,nonkey
80,395,nonkey
80,648,nonkey
80,453,nonkey
325,326,nonkey
294,338,nonkey
294,361,nonkey
322,361,nonkey
352,361,nonkey
147,395,nonkey
147,625,nonkey
174,395,nonkey
174,625,nonkey
204,395,nonkey
204,625,nonkey
310,453,nonkey
310,602,nonkey
310,395,nonkey
310,556,nonkey
310,568,nonkey
310,533,nonkey
310,625,nonkey
310,430,nonkey
310,487,nonkey
310,591,nonkey
330,407,nonkey
356,407,nonkey
386,407,nonkey
225,430,nonkey
392,430,nonkey
392,487,nonkey
416,533,nonkey
416,430,nonkey
98,453,nonkey
98,510,nonkey
98,660,nonkey
98,464,nonkey
98,602,nonkey
411,453,nonkey
435,453,nonkey
182,464,nonkey
209,464,nonkey
239,464,nonkey
419,487,nonkey
448,487,nonkey
124,510,nonkey
154,510,nonkey
463,532,nonkey
161,533,nonkey
187,533,nonkey
217,533,nonkey
432,533,nonkey
441,533,nonkey
196,556,nonkey
397,568,nonkey
424,568,nonkey
453,568,nonkey
123,602,nonkey
123,660,nonkey
336,602,nonkey
366,602,nonkey
455,625,nonkey
479,625,nonkey
