x,y,label
93,134,key
93,186,key
93,330,key
93,237,key
93,351,key
93,289,key
93,165,key
93,248,key
93,341,key
93,320,key
92,206,key
92,216,key
92,372,key
92,175,key
91,258,key
91,227,key
91,268,key
91,361,key
91,299,key
91,382,key
154,227,key
148,258,key
169,258,key
138,268,key
138,382,key
81,279,key
95,310,key
125,310,key
280,320,key
319,320,key
130,372,key
81,186,nonkey
81,330,nonkey
81,237,nonkey
81,372,nonkey
81,289,nonkey
81,248,nonkey
81,124,nonkey
81,341,nonkey
81,299,nonkey
81,382,nonkey
81,258,nonkey
81,216,nonkey
81,134,nonkey
81,351,nonkey
81,310,nonkey
81,165,nonkey
81,227,nonkey
81,268,nonkey
81,175,nonkey
81,361,nonkey
81,320,nonkey
96,124,nonkey
136,124,nonkey
161,124,nonkey
179,124,nonkey
194,124,nonkey
209,124,nonkey
242,124,nonkey
278,124,nonkey
280,186,nonkey
280,237,nonkey
280,330,nonkey
280,289,nonkey
280,372,nonkey
280,248,nonkey
280,341,nonkey
280,299,nonkey
280,382,nonkey
280,216,nonkey
280,258,nonkey
280,134,nonkey
280,144,nonkey
280,351,nonkey
280,154,nonkey
280,310,nonkey
280,165,nonkey
280,175,nonkey
280,227,nonkey
280,268,nonkey
280,361,nonkey
304,186,nonkey
304,330,nonkey
304,289,nonkey
304,372,nonkey
304,248,nonkey
304,341,nonkey
304,299,nonkey
304,382,nonkey
304,216,nonkey
304,258,nonkey
304,351,nonkey
304,310,nonkey
304,175,nonkey
304,227,nonkey
304,268,nonkey
304,361,nonkey
328,330,nonkey
328,289,nonkey
328,372,nonkey
328,248,nonkey
328,341,nonkey
328,299,nonkey
328,382,nonkey
328,216,nonkey
328,258,nonkey
328,351,nonkey
328,310,nonkey
328,175,nonkey
328,227,nonkey
328,268,nonkey
328,361,nonkey
373,175,nonkey
373,227,nonkey
373,268,nonkey
373,361,nonkey
373,330,nonkey
373,289,nonkey
373,372,nonkey
373,248,nonkey
373,341,nonkey
373,299,nonkey
373,382,nonkey
373,216,nonkey
373,258,nonkey
373,351,nonkey
373,310,nonkey
395,175,nonkey
395,227,nonkey
395,268,nonkey
395,361,nonkey
395,330,nonkey
395,289,nonkey
395,372,nonkey
395,248,nonkey
395,341,nonkey
395,299,nonkey
395,382,nonkey
395,216,nonkey
395,258,nonkey
395,351,nonkey
395,310,nonkey
92,196,nonkey
107,196,nonkey
118,196,nonkey
133,196,nonkey
149,196,nonkey
176,196,nonkey
199,196,nonkey
232,196,nonkey
138,227,nonkey
303,237,nonkey
202,268,nonkey
310,320,nonkey
178,330,nonkey
