x,y,label
86,383,key
86,696,key
86,520,key
86,417,key
86,429,key
86,707,key
86,537,key
86,627,key
86,446,key
86,719,key
86,463,key
86,554,key
86,571,key
86,667,key
86,588,key
86,371,key
86,503,key
86,684,key
142,371,key
95,394,key
95,650,key
95,474,key
95,406,key
95,486,key
95,639,key
178,486,key
161,520,key
188,520,key
381,588,key
381,571,key
136,588,key
339,599,key
127,696,key
287,685,nonkey
287,394,nonkey
287,406,nonkey
287,599,nonkey
287,696,nonkey
287,418,nonkey
287,520,nonkey
287,610,nonkey
287,429,nonkey
287,708,nonkey
287,537,nonkey
287,446,nonkey
287,639,nonkey
287,719,nonkey
287,554,nonkey
287,651,nonkey
287,475,nonkey
287,571,nonkey
287,486,nonkey
287,668,nonkey
287,503,nonkey
287,588,nonkey
312,554,nonkey
312,475,nonkey
312,696,nonkey
312,520,nonkey
312,429,nonkey
312,708,nonkey
312,446,nonkey
312,719,nonkey
157,486,nonkey
301,486,nonkey
301,668,nonkey
301,503,nonkey
315,503,nonkey
315,486,nonkey
338,503,nonkey
338,486,nonkey
368,503,nonkey
403,503,nonkey
306,537,nonkey
320,537,nonkey
361,537,nonkey
308,571,nonkey
308,588,nonkey
345,588,nonkey
345,571,nonkey
357,588,nonkey
357,571,nonkey
477,588,nonkey
509,588,nonkey
303,599,nonkey
441,599,nonkey
349,610,nonkey
304,639,nonkey
309,651,nonkey
147,667,nonkey
164,667,nonkey
178,667,nonkey
120,684,nonkey
137,684,nonkey
150,684,nonkey
332,685,nonkey
