x,y,label
48,616,key
48,751,key
48,632,key
48,495,key
48,658,key
48,323,key
48,335,key
48,674,key
48,347,key
48,686,key
48,533,key
48,376,key
48,700,key
48,394,key
48,547,key
48,406,key
48,420,key
48,563,key
48,578,key
48,437,key
48,725,key
48,453,key
218,323,key
426,362,key
118,420,key
84,506,key
77,533,key
75,547,key
116,632,key
86,643,key
340,712,key
143,725,key
218,335,nonkey
218,347,nonkey
362,376,nonkey
362,616,nonkey
362,751,nonkey
362,406,nonkey
362,563,nonkey
362,658,nonkey
362,420,nonkey
383,376,nonkey
383,616,nonkey
383,751,nonkey
383,406,nonkey
383,700,nonkey
383,563,nonkey
383,658,nonkey
383,420,nonkey
100,420,nonkey
387,437,nonkey
409,506,nonkey
409,437,nonkey
63,465,nonkey
63,737,nonkey
63,478,nonkey
63,643,nonkey
63,506,nonkey
63,590,nonkey
63,518,nonkey
63,601,nonkey
354,465,nonkey
354,478,nonkey
354,590,nonkey
354,601,nonkey
354,686,nonkey
375,601,nonkey
375,686,nonkey
375,465,nonkey
375,478,nonkey
375,590,nonkey
170,506,nonkey
186,506,nonkey
228,506,nonkey
260,506,nonkey
379,533,nonkey
394,533,nonkey
394,547,nonkey
386,547,nonkey
372,674,nonkey
397,674,nonkey
261,700,nonkey
261,712,nonkey
287,700,nonkey
321,700,nonkey
371,700,nonkey
399,700,nonkey
331,712,nonkey
373,712,nonkey
410,712,nonkey
96,725,nonkey
106,725,nonkey
84,737,nonkey
