x,y,label
66,370,key
66,384,key
66,398,key
66,156,key
66,408,key
66,422,key
66,170,key
66,184,key
66,436,key
66,198,key
66,450,key
66,212,key
66,464,key
66,226,key
66,478,key
66,240,key
66,492,key
66,254,key
66,268,key
66,282,key
66,291,key
66,305,key
66,315,key
66,329,key
66,343,key
66,357,key
214,384,key
214,156,key
127,268,key
148,268,key
94,282,key
92,305,key
115,329,key
115,343,key
99,357,key
120,384,key
214,240,nonkey
214,357,nonkey
214,492,nonkey
214,254,nonkey
214,370,nonkey
214,268,nonkey
214,398,nonkey
214,282,nonkey
214,422,nonkey
214,170,nonkey
214,184,nonkey
214,436,nonkey
214,305,nonkey
214,198,nonkey
214,450,nonkey
214,212,nonkey
214,329,nonkey
214,464,nonkey
214,343,nonkey
214,226,nonkey
214,478,nonkey
233,492,nonkey
233,436,nonkey
233,305,nonkey
233,370,nonkey
233,198,nonkey
233,450,nonkey
233,268,nonkey
233,343,nonkey
233,398,nonkey
233,226,nonkey
233,478,nonkey
233,282,nonkey
225,212,nonkey
100,226,nonkey
169,240,nonkey
117,254,nonkey
117,370,nonkey
192,268,nonkey
161,282,nonkey
159,305,nonkey
126,357,nonkey
111,384,nonkey
152,398,nonkey
229,422,nonkey
174,464,nonkey
185,478,nonkey
158,492,nonkey
