x,y,label
35,103,key
35,167,key
35,141,key
35,179,key
35,91,key
35,116,key
35,154,key
35,192,key
35,128,key
66,103,key
66,91,key
51,128,key
74,141,key
74,154,key
71,167,key
93,179,key
113,91,nonkey
126,91,nonkey
137,91,nonkey
221,129,nonkey
221,103,nonkey
221,167,nonkey
221,141,nonkey
221,179,nonkey
221,116,nonkey
221,91,nonkey
221,154,nonkey
221,192,nonkey
243,192,nonkey
243,129,nonkey
243,167,nonkey
243,141,nonkey
243,179,nonkey
243,116,nonkey
243,91,nonkey
243,154,nonkey
267,91,nonkey
267,154,nonkey
267,192,nonkey
267,129,nonkey
267,167,nonkey
267,141,nonkey
267,179,nonkey
267,116,nonkey
248,103,nonkey
270,103,nonkey
279,103,nonkey
290,103,nonkey
