x,y,label
92,89,key
92,99,key
92,255,key
91,141,key
91,110,key
91,151,key
91,244,key
91,182,key
91,265,key
154,110,key
93,203,key
93,213,key
93,120,key
93,234,key
93,172,key
93,130,key
93,224,key
148,141,key
169,141,key
138,265,key
138,151,key
81,162,key
95,192,key
125,192,key
280,203,key
319,203,key
130,255,key
429,265,key
92,79,nonkey
107,79,nonkey
118,79,nonkey
133,79,nonkey
149,79,nonkey
176,79,nonkey
196,79,nonkey
230,79,nonkey
81,213,nonkey
81,120,nonkey
81,255,nonkey
81,172,nonkey
81,130,nonkey
81,224,nonkey
81,182,nonkey
81,265,nonkey
81,141,nonkey
81,99,nonkey
81,234,nonkey
81,192,nonkey
81,110,nonkey
81,151,nonkey
81,244,nonkey
81,203,nonkey
280,120,nonkey
280,213,nonkey
280,172,nonkey
280,255,nonkey
280,130,nonkey
280,224,nonkey
280,182,nonkey
280,265,nonkey
280,99,nonkey
280,141,nonkey
280,234,nonkey
280,192,nonkey
280,110,nonkey
280,151,nonkey
280,244,nonkey
304,110,nonkey
304,151,nonkey
304,244,nonkey
304,213,nonkey
304,172,nonkey
304,255,nonkey
304,130,nonkey
304,224,nonkey
304,182,nonkey
304,99,nonkey
304,141,nonkey
304,234,nonkey
304,192,nonkey
328,110,nonkey
328,151,nonkey
328,244,nonkey
328,213,nonkey
328,172,nonkey
328,255,nonkey
328,130,nonkey
328,224,nonkey
328,182,nonkey
328,99,nonkey
328,141,nonkey
328,234,nonkey
328,192,nonkey
373,110,nonkey
373,151,nonkey
373,244,nonkey
373,213,nonkey
373,172,nonkey
373,255,nonkey
373,130,nonkey
373,224,nonkey
373,182,nonkey
373,99,nonkey
373,141,nonkey
373,234,nonkey
373,192,nonkey
395,110,nonkey
395,151,nonkey
395,244,nonkey
395,213,nonkey
395,172,nonkey
395,255,nonkey
395,130,nonkey
395,224,nonkey
395,182,nonkey
395,99,nonkey
395,141,nonkey
395,234,nonkey
395,192,nonkey
138,110,nonkey
303,120,nonkey
202,151,nonkey
310,203,nonkey
178,213,nonkey
296,265,nonkey
316,265,nonkey
334,265,nonkey
348,265,nonkey
386,265,nonkey
397,265,nonkey
417,265,nonkey
470,265,nonkey
