x,y,label
86,585,key
86,495,key
86,602,key
86,393,key
86,263,key
86,410,key
86,534,key
86,275,key
86,631,key
86,551,key
86,427,key
86,647,key
86,309,key
86,461,key
86,320,key
86,563,key
86,687,key
86,337,key
86,574,key
86,478,key
86,354,key
142,263,key
94,365,key
94,376,key
94,727,key
94,506,key
94,518,key
94,614,key
94,286,key
94,297,key
94,444,key
94,659,key
94,670,key
94,698,key
94,710,key
291,286,key
163,410,key
190,410,key
386,478,key
386,461,key
127,563,key
158,602,key
317,614,key
152,698,key
119,710,key
291,365,nonkey
291,586,nonkey
291,377,nonkey
291,727,nonkey
291,506,nonkey
291,394,nonkey
291,518,nonkey
291,614,nonkey
291,535,nonkey
291,411,nonkey
291,631,nonkey
291,297,nonkey
291,444,nonkey
291,552,nonkey
291,659,nonkey
291,309,nonkey
291,461,nonkey
291,670,nonkey
291,320,nonkey
291,563,nonkey
291,337,nonkey
291,574,nonkey
291,699,nonkey
291,478,nonkey
327,297,nonkey
317,365,nonkey
317,586,nonkey
317,506,nonkey
317,518,nonkey
317,535,nonkey
317,411,nonkey
317,631,nonkey
317,444,nonkey
317,659,nonkey
317,670,nonkey
317,320,nonkey
317,563,nonkey
317,337,nonkey
317,574,nonkey
305,377,nonkey
305,394,nonkey
312,461,nonkey
312,478,nonkey
349,478,nonkey
349,461,nonkey
362,478,nonkey
362,461,nonkey
120,551,nonkey
137,551,nonkey
151,551,nonkey
330,552,nonkey
141,602,nonkey
222,602,nonkey
193,631,nonkey
297,710,nonkey
