x,y,label
96,206,key
96,216,key
96,134,key
96,186,key
96,330,key
96,237,key
96,351,key
96,289,key
96,248,key
96,175,key
96,341,key
96,320,key
97,165,key
95,372,key
95,227,key
95,361,key
157,227,key
94,258,key
94,268,key
94,299,key
94,382,key
152,258,key
172,258,key
142,268,key
84,279,key
99,310,key
128,310,key
284,320,key
322,320,key
134,372,key
141,382,key
84,258,nonkey
84,216,nonkey
84,134,nonkey
84,351,nonkey
84,310,nonkey
84,165,nonkey
84,227,nonkey
84,268,nonkey
84,175,nonkey
84,361,nonkey
84,320,nonkey
84,186,nonkey
84,330,nonkey
84,237,nonkey
84,372,nonkey
84,289,nonkey
84,248,nonkey
84,124,nonkey
84,341,nonkey
84,299,nonkey
84,382,nonkey
100,124,nonkey
139,124,nonkey
165,124,nonkey
183,124,nonkey
197,124,nonkey
212,124,nonkey
246,124,nonkey
281,124,nonkey
284,382,nonkey
284,216,nonkey
284,258,nonkey
284,134,nonkey
284,144,nonkey
284,351,nonkey
284,154,nonkey
284,310,nonkey
284,165,nonkey
284,175,nonkey
284,227,nonkey
284,268,nonkey
284,361,nonkey
284,186,nonkey
284,237,nonkey
284,330,nonkey
284,289,nonkey
284,372,nonkey
284,248,nonkey
284,341,nonkey
284,299,nonkey
307,299,nonkey
307,382,nonkey
307,216,nonkey
307,258,nonkey
307,351,nonkey
307,310,nonkey
307,175,nonkey
307,227,nonkey
307,268,nonkey
307,361,nonkey
307,330,nonkey
307,289,nonkey
307,372,nonkey
307,248,nonkey
307,341,nonkey
331,341,nonkey
331,299,nonkey
331,382,nonkey
331,216,nonkey
331,258,nonkey
331,351,nonkey
331,310,nonkey
331,175,nonkey
331,227,nonkey
331,268,nonkey
331,361,nonkey
331,330,nonkey
331,289,nonkey
331,372,nonkey
331,248,nonkey
376,341,nonkey
376,299,nonkey
376,382,nonkey
376,216,nonkey
376,258,nonkey
376,351,nonkey
376,310,nonkey
376,175,nonkey
376,227,nonkey
376,268,nonkey
376,361,nonkey
376,330,nonkey
376,289,nonkey
376,372,nonkey
376,248,nonkey
398,341,nonkey
398,299,nonkey
398,382,nonkey
398,216,nonkey
398,258,nonkey
398,351,nonkey
398,310,nonkey
398,175,nonkey
398,268,nonkey
398,361,nonkey
398,330,nonkey
398,289,nonkey
398,372,nonkey
398,248,nonkey
303,186,nonkey
96,196,nonkey
110,196,nonkey
122,196,nonkey
136,196,nonkey
153,196,nonkey
179,196,nonkey
195,196,nonkey
229,196,nonkey
142,227,nonkey
399,227,nonkey
306,237,nonkey
205,268,nonkey
313,320,nonkey
182,330,nonkey
