x,y,label
34,775,key
34,671,key
34,682,key
34,785,key
34,692,key
34,702,key
34,795,key
34,713,key
34,723,key
34,733,key
34,744,key
34,754,key
34,764,key
302,671,key
104,733,key
96,764,key
119,764,key
63,775,key
62,785,key
302,723,nonkey
302,764,nonkey
302,775,nonkey
302,733,nonkey
302,682,nonkey
302,785,nonkey
302,692,nonkey
302,744,nonkey
302,702,nonkey
302,795,nonkey
302,754,nonkey
302,713,nonkey
325,713,nonkey
325,723,nonkey
325,775,nonkey
325,733,nonkey
325,785,nonkey
325,744,nonkey
325,702,nonkey
325,795,nonkey
325,754,nonkey
86,733,nonkey
