x,y,label
71,616,key
71,684,key
71,528,key
71,640,key
71,550,key
71,717,key
71,572,key
71,662,key
71,739,key
71,594,key
134,662,key
129,739,key
150,739,key
315,739,key
227,594,nonkey
227,662,nonkey
227,739,nonkey
227,616,nonkey
227,684,nonkey
227,528,nonkey
227,695,nonkey
227,640,nonkey
227,550,nonkey
227,717,nonkey
227,572,nonkey
250,594,nonkey
250,662,nonkey
250,640,nonkey
250,717,nonkey
274,594,nonkey
274,662,nonkey
274,640,nonkey
274,717,nonkey
249,616,nonkey
118,662,nonkey
238,684,nonkey
253,739,nonkey
284,739,nonkey
295,739,nonkey
