x,y,label
71,305,key
71,371,key
71,436,key
71,250,key
71,327,key
71,392,key
71,261,key
71,283,key
71,349,key
111,327,key
111,349,key
107,371,key
118,392,key
94,414,key
127,414,key
104,436,key
156,250,nonkey
227,283,nonkey
227,349,nonkey
227,305,nonkey
227,371,nonkey
227,436,nonkey
227,250,nonkey
227,327,nonkey
227,392,nonkey
250,283,nonkey
250,349,nonkey
250,305,nonkey
250,371,nonkey
250,436,nonkey
250,250,nonkey
250,327,nonkey
250,392,nonkey
274,283,nonkey
274,349,nonkey
274,305,nonkey
274,371,nonkey
274,250,nonkey
274,327,nonkey
274,392,nonkey
71,414,nonkey
78,414,nonkey
