x,y,label
93,79,key
93,89,key
91,99,key
91,120,key
92,110,key
130,110,key
138,120,key
81,79,nonkey
81,99,nonkey
81,120,nonkey
81,89,nonkey
81,110,nonkey
280,79,nonkey
280,99,nonkey
280,120,nonkey
280,89,nonkey
280,110,nonkey
304,79,nonkey
304,99,nonkey
304,120,nonkey
304,89,nonkey
304,110,nonkey
328,79,nonkey
328,99,nonkey
328,120,nonkey
328,89,nonkey
328,110,nonkey
373,79,nonkey
373,99,nonkey
373,120,nonkey
373,89,nonkey
373,110,nonkey
395,110,nonkey
395,79,nonkey
395,99,nonkey
395,120,nonkey
395,89,nonkey
