x,y,label
39,374,key
39,389,key
39,475,key
39,606,key
39,490,key
39,694,key
39,404,key
39,635,key
39,706,key
39,519,key
39,723,key
39,649,key
39,738,key
39,430,key
39,534,key
39,664,key
39,445,key
39,753,key
39,549,key
39,460,key
39,679,key
39,561,key
111,389,key
204,389,key
122,490,key
114,549,key
44,576,key
44,591,key
104,606,key
63,618,key
358,679,key
420,679,key
513,679,key
88,753,key
256,389,nonkey
204,679,nonkey
204,576,nonkey
204,591,nonkey
204,475,nonkey
204,606,nonkey
204,404,nonkey
204,694,nonkey
204,490,nonkey
204,635,nonkey
204,415,nonkey
204,519,nonkey
204,723,nonkey
204,649,nonkey
204,738,nonkey
204,430,nonkey
204,534,nonkey
204,664,nonkey
204,444,nonkey
204,753,nonkey
204,549,nonkey
204,460,nonkey
229,576,nonkey
229,591,nonkey
229,475,nonkey
229,606,nonkey
229,404,nonkey
229,694,nonkey
229,490,nonkey
229,635,nonkey
229,723,nonkey
229,649,nonkey
229,738,nonkey
229,534,nonkey
229,444,nonkey
229,753,nonkey
229,549,nonkey
272,404,nonkey
287,404,nonkey
331,404,nonkey
242,415,nonkey
285,415,nonkey
220,460,nonkey
236,460,nonkey
258,460,nonkey
304,460,nonkey
329,460,nonkey
360,460,nonkey
101,490,nonkey
278,519,nonkey
311,519,nonkey
39,618,nonkey
231,664,nonkey
247,664,nonkey
274,664,nonkey
302,664,nonkey
215,679,nonkey
234,679,nonkey
281,679,nonkey
332,679,nonkey
391,679,nonkey
457,679,nonkey
477,679,nonkey
149,694,nonkey
