x,y,label
34,263,key
34,356,key
34,366,key
34,273,key
34,377,key
34,284,key
34,387,key
34,294,key
34,398,key
34,304,key
34,408,key
34,201,key
34,418,key
34,315,key
34,211,key
34,429,key
34,222,key
34,325,key
34,232,key
34,335,key
34,242,key
34,253,key
34,346,key
34,460,key
377,201,key
104,263,key
96,294,key
119,294,key
63,304,key
62,315,key
87,335,key
75,429,key
368,429,key
302,439,key
85,460,key
302,460,nonkey
302,263,nonkey
302,273,nonkey
302,284,nonkey
302,294,nonkey
302,304,nonkey
302,315,nonkey
302,325,nonkey
302,335,nonkey
302,346,nonkey
302,356,nonkey
302,366,nonkey
302,377,nonkey
302,387,nonkey
302,398,nonkey
302,408,nonkey
302,201,nonkey
302,418,nonkey
302,211,nonkey
302,429,nonkey
302,222,nonkey
302,232,nonkey
302,242,nonkey
302,449,nonkey
302,253,nonkey
338,201,nonkey
326,211,nonkey
325,253,nonkey
325,408,nonkey
325,418,nonkey
325,366,nonkey
325,284,nonkey
325,325,nonkey
325,232,nonkey
325,387,nonkey
325,335,nonkey
325,294,nonkey
325,398,nonkey
86,263,nonkey
317,304,nonkey
310,315,nonkey
327,346,nonkey
122,387,nonkey
336,429,nonkey
347,429,nonkey
454,429,nonkey
470,439,nonkey
