x,y,label
66,537,key
66,692,key
66,408,key
66,620,key
66,480,key
66,422,key
66,552,key
66,635,key
66,293,key
66,437,key
66,494,key
66,649,key
66,351,key
66,365,key
66,451,key
66,508,key
66,664,key
66,595,key
66,379,key
66,678,key
66,523,key
66,394,key
66,465,key
78,336,key
78,580,key
78,566,key
78,308,key
78,322,key
282,322,key
282,308,key
141,451,key
168,451,key
161,465,key
161,480,key
130,508,key
107,537,key
144,566,key
73,606,key
90,606,key
116,678,key
127,692,key
282,466,nonkey
282,408,nonkey
282,537,nonkey
282,621,nonkey
282,693,nonkey
282,423,nonkey
282,480,nonkey
282,635,nonkey
282,566,nonkey
282,437,nonkey
282,494,nonkey
282,649,nonkey
282,336,nonkey
282,351,nonkey
282,580,nonkey
282,365,nonkey
282,664,nonkey
282,509,nonkey
282,451,nonkey
282,595,nonkey
282,380,nonkey
282,523,nonkey
282,678,nonkey
282,394,nonkey
311,336,nonkey
296,394,nonkey
296,466,nonkey
296,408,nonkey
296,537,nonkey
296,621,nonkey
296,693,nonkey
296,423,nonkey
296,480,nonkey
296,635,nonkey
296,566,nonkey
296,437,nonkey
296,494,nonkey
296,649,nonkey
296,580,nonkey
296,365,nonkey
296,664,nonkey
296,509,nonkey
296,451,nonkey
296,595,nonkey
296,523,nonkey
296,678,nonkey
326,523,nonkey
326,678,nonkey
326,394,nonkey
326,466,nonkey
326,408,nonkey
326,537,nonkey
326,621,nonkey
326,693,nonkey
326,423,nonkey
326,480,nonkey
326,635,nonkey
326,566,nonkey
326,437,nonkey
326,494,nonkey
326,649,nonkey
326,580,nonkey
326,365,nonkey
326,664,nonkey
326,509,nonkey
326,451,nonkey
326,595,nonkey
353,523,nonkey
353,678,nonkey
353,394,nonkey
353,466,nonkey
353,408,nonkey
353,537,nonkey
353,621,nonkey
353,693,nonkey
353,423,nonkey
353,480,nonkey
353,635,nonkey
353,566,nonkey
353,437,nonkey
353,494,nonkey
353,649,nonkey
353,580,nonkey
353,365,nonkey
353,664,nonkey
353,509,nonkey
353,451,nonkey
353,595,nonkey
382,595,nonkey
382,523,nonkey
382,678,nonkey
382,394,nonkey
382,466,nonkey
382,408,nonkey
382,537,nonkey
382,621,nonkey
382,693,nonkey
382,423,nonkey
382,480,nonkey
382,635,nonkey
382,566,nonkey
382,437,nonkey
382,494,nonkey
382,649,nonkey
382,580,nonkey
382,365,nonkey
382,664,nonkey
382,509,nonkey
382,451,nonkey
133,580,nonkey
133,566,nonkey
173,595,nonkey
