x,y,label
35,661,key
35,758,key
35,708,key
35,720,key
35,673,key
35,733,key
35,771,key
35,686,key
35,635,key
35,699,key
35,745,key
35,648,key
221,635,key
66,699,key
221,661,nonkey
221,758,nonkey
221,720,nonkey
221,673,nonkey
221,733,nonkey
221,771,nonkey
221,686,nonkey
221,745,nonkey
221,648,nonkey
221,699,nonkey
252,758,nonkey
252,648,nonkey
243,673,nonkey
243,733,nonkey
243,771,nonkey
243,745,nonkey
243,699,nonkey
267,699,nonkey
267,673,nonkey
267,733,nonkey
267,771,nonkey
267,745,nonkey
241,720,nonkey
237,758,nonkey
