x,y,label
66,317,key
84,331,key
84,590,key
84,346,key
84,360,key
84,604,key
288,332,key
288,346,key
72,618,key
72,403,key
72,702,key
72,547,key
72,418,key
72,489,key
72,561,key
72,716,key
72,432,key
72,644,key
72,504,key
72,446,key
72,575,key
72,659,key
72,460,key
72,518,key
72,673,key
72,374,key
72,389,key
72,475,key
72,532,key
72,687,key
147,475,key
174,475,key
167,504,key
167,489,key
135,532,key
113,561,key
150,590,key
78,630,key
96,630,key
122,702,key
133,716,key
288,475,nonkey
288,619,nonkey
288,403,nonkey
288,547,nonkey
288,702,nonkey
288,418,nonkey
288,489,nonkey
288,432,nonkey
288,561,nonkey
288,644,nonkey
288,716,nonkey
288,446,nonkey
288,504,nonkey
288,659,nonkey
288,590,nonkey
288,360,nonkey
288,461,nonkey
288,518,nonkey
288,673,nonkey
288,375,nonkey
288,604,nonkey
288,389,nonkey
288,687,nonkey
288,532,nonkey
317,360,nonkey
321,375,nonkey
302,532,nonkey
302,475,nonkey
302,619,nonkey
302,547,nonkey
302,702,nonkey
302,418,nonkey
302,489,nonkey
302,432,nonkey
302,561,nonkey
302,644,nonkey
302,716,nonkey
302,446,nonkey
302,504,nonkey
302,659,nonkey
302,590,nonkey
302,461,nonkey
302,518,nonkey
302,673,nonkey
302,604,nonkey
302,389,nonkey
302,687,nonkey
332,389,nonkey
332,687,nonkey
332,532,nonkey
332,475,nonkey
332,619,nonkey
332,547,nonkey
332,702,nonkey
332,418,nonkey
332,489,nonkey
332,432,nonkey
332,561,nonkey
332,644,nonkey
332,716,nonkey
332,446,nonkey
332,504,nonkey
332,659,nonkey
332,590,nonkey
332,461,nonkey
332,518,nonkey
332,673,nonkey
332,604,nonkey
358,389,nonkey
358,687,nonkey
358,532,nonkey
358,475,nonkey
358,619,nonkey
358,547,nonkey
358,702,nonkey
358,418,nonkey
358,489,nonkey
358,432,nonkey
358,561,nonkey
358,644,nonkey
358,716,nonkey
358,446,nonkey
358,504,nonkey
358,659,nonkey
358,590,nonkey
358,461,nonkey
358,518,nonkey
358,673,nonkey
358,604,nonkey
388,604,nonkey
388,389,nonkey
388,687,nonkey
388,532,nonkey
388,475,nonkey
388,619,nonkey
388,547,nonkey
388,702,nonkey
388,418,nonkey
388,489,nonkey
388,432,nonkey
388,561,nonkey
388,644,nonkey
388,716,nonkey
388,446,nonkey
388,504,nonkey
388,659,nonkey
388,590,nonkey
388,461,nonkey
388,518,nonkey
388,673,nonkey
139,590,nonkey
139,604,nonkey
179,618,nonkey
