x,y,label
39,395,key
39,88,key
39,218,key
39,103,key
39,307,key
39,247,key
39,132,key
39,319,key
39,335,key
39,262,key
39,350,key
39,147,key
39,277,key
39,365,key
39,162,key
39,292,key
39,380,key
39,174,key
122,103,key
231,132,key
113,162,key
228,162,key
44,203,key
44,189,key
103,218,key
63,230,key
357,292,key
419,292,key
511,292,key
88,365,key
99,380,key
95,395,key
203,203,nonkey
203,395,nonkey
203,88,nonkey
203,218,nonkey
203,103,nonkey
203,307,nonkey
203,247,nonkey
203,132,nonkey
203,335,nonkey
203,262,nonkey
203,350,nonkey
203,147,nonkey
203,277,nonkey
203,365,nonkey
203,162,nonkey
203,292,nonkey
203,380,nonkey
203,189,nonkey
228,189,nonkey
228,203,nonkey
228,395,nonkey
228,88,nonkey
228,218,nonkey
228,103,nonkey
228,307,nonkey
228,247,nonkey
228,335,nonkey
228,262,nonkey
228,350,nonkey
228,147,nonkey
228,365,nonkey
228,380,nonkey
101,103,nonkey
294,132,nonkey
351,132,nonkey
39,230,nonkey
211,277,nonkey
227,277,nonkey
243,277,nonkey
271,277,nonkey
214,292,nonkey
233,292,nonkey
280,292,nonkey
331,292,nonkey
390,292,nonkey
456,292,nonkey
475,292,nonkey
148,307,nonkey
