x,y,label
113,776,key
113,756,key
113,786,key
113,766,key
113,724,key
113,797,key
113,745,key
161,724,key
237,724,key
163,735,key
214,756,key
183,786,key
254,724,nonkey
314,724,nonkey
191,745,nonkey
191,735,nonkey
148,745,nonkey
189,756,nonkey
155,766,nonkey
169,766,nonkey
184,766,nonkey
208,766,nonkey
218,766,nonkey
259,766,nonkey
294,766,nonkey
308,766,nonkey
321,766,nonkey
227,776,nonkey
249,776,nonkey
166,786,nonkey
244,786,nonkey
266,786,nonkey
171,797,nonkey
192,797,nonkey
