x,y,label
84,568,key
84,523,key
84,641,key
84,534,key
84,709,key
84,675,key
84,478,key
84,551,key
84,607,key
84,489,key
84,624,key
84,692,key
133,478,key
92,579,key
92,658,key
92,590,key
92,720,key
92,731,key
92,500,key
92,511,key
264,500,key
152,624,key
175,624,key
352,692,key
352,675,key
264,523,nonkey
264,658,nonkey
264,534,nonkey
264,675,nonkey
264,551,nonkey
264,692,nonkey
264,579,nonkey
264,590,nonkey
264,720,nonkey
264,607,nonkey
264,731,nonkey
264,511,nonkey
264,624,nonkey
288,624,nonkey
288,579,nonkey
288,658,nonkey
288,534,nonkey
288,590,nonkey
288,720,nonkey
288,607,nonkey
288,731,nonkey
123,551,nonkey
137,551,nonkey
150,551,nonkey
285,551,nonkey
283,692,nonkey
283,675,nonkey
318,692,nonkey
318,675,nonkey
330,692,nonkey
330,675,nonkey
