x,y,label
93,598,key
93,650,key
93,609,key
93,505,key
93,557,key
93,712,key
93,691,key
93,536,key
93,702,key
93,722,key
92,681,key
92,577,key
92,546,key
92,743,key
91,588,key
91,629,key
91,733,key
91,753,key
91,660,key
91,619,key
154,588,key
148,619,key
169,619,key
138,629,key
138,753,key
81,640,key
95,671,key
125,671,key
280,691,key
319,691,key
130,743,key
81,650,nonkey
81,609,nonkey
81,557,nonkey
81,712,nonkey
81,753,nonkey
81,660,nonkey
81,619,nonkey
81,495,nonkey
81,577,nonkey
81,722,nonkey
81,671,nonkey
81,588,nonkey
81,629,nonkey
81,505,nonkey
81,733,nonkey
81,691,nonkey
81,536,nonkey
81,702,nonkey
81,546,nonkey
81,743,nonkey
81,598,nonkey
96,495,nonkey
136,495,nonkey
161,495,nonkey
179,495,nonkey
194,495,nonkey
209,495,nonkey
242,495,nonkey
278,495,nonkey
280,546,nonkey
280,702,nonkey
280,598,nonkey
280,743,nonkey
280,650,nonkey
280,609,nonkey
280,557,nonkey
280,712,nonkey
280,660,nonkey
280,753,nonkey
280,577,nonkey
280,619,nonkey
280,722,nonkey
280,681,nonkey
280,505,nonkey
280,733,nonkey
280,515,nonkey
280,588,nonkey
280,629,nonkey
280,526,nonkey
280,536,nonkey
304,546,nonkey
304,702,nonkey
304,743,nonkey
304,650,nonkey
304,609,nonkey
304,712,nonkey
304,660,nonkey
304,753,nonkey
304,577,nonkey
304,619,nonkey
304,722,nonkey
304,733,nonkey
304,588,nonkey
304,629,nonkey
328,546,nonkey
328,702,nonkey
328,743,nonkey
328,650,nonkey
328,609,nonkey
328,712,nonkey
328,660,nonkey
328,753,nonkey
328,577,nonkey
328,619,nonkey
328,722,nonkey
328,733,nonkey
328,588,nonkey
328,629,nonkey
373,546,nonkey
373,702,nonkey
373,743,nonkey
373,650,nonkey
373,609,nonkey
373,712,nonkey
373,660,nonkey
373,753,nonkey
373,577,nonkey
373,619,nonkey
373,722,nonkey
373,733,nonkey
373,588,nonkey
373,629,nonkey
395,546,nonkey
395,702,nonkey
395,743,nonkey
395,650,nonkey
395,609,nonkey
395,712,nonkey
395,660,nonkey
395,753,nonkey
395,577,nonkey
395,619,nonkey
395,722,nonkey
395,733,nonkey
395,588,nonkey
395,629,nonkey
100,567,nonkey
127,567,nonkey
138,588,nonkey
138,567,nonkey
303,598,nonkey
202,629,nonkey
301,681,nonkey
324,681,nonkey
310,691,nonkey
178,702,nonkey
