x,y,label
54,220,key
54,430,key
54,232,key
54,341,key
54,441,key
54,243,key
54,353,key
54,108,key
54,254,key
54,264,key
54,364,key
54,276,key
54,119,key
54,131,key
54,142,key
54,154,key
54,165,key
54,386,key
54,297,key
54,473,key
54,187,key
54,199,key
54,308,key
54,408,key
54,319,key
211,130,key
211,108,key
211,119,key
238,108,key
315,286,key
315,108,key
382,108,key
120,131,key
392,165,key
408,386,key
408,408,key
408,275,key
408,297,key
408,319,key
408,198,key
408,364,key
497,198,key
497,364,key
497,386,key
497,408,key
497,297,key
497,319,key
123,199,key
110,220,key
530,275,key
122,276,key
146,276,key
113,297,key
91,341,key
259,352,key
99,441,key
498,441,key
448,451,key
448,483,key
493,451,key
125,473,key
501,473,key
502,483,key
211,142,nonkey
211,153,nonkey
211,165,nonkey
211,386,nonkey
211,429,nonkey
211,297,nonkey
211,473,nonkey
211,187,nonkey
211,341,nonkey
211,441,nonkey
211,243,nonkey
211,352,nonkey
211,198,nonkey
211,364,nonkey
211,408,nonkey
211,275,nonkey
211,319,nonkey
257,153,nonkey
236,319,nonkey
236,187,nonkey
236,441,nonkey
236,165,nonkey
236,198,nonkey
236,386,nonkey
236,408,nonkey
236,297,nonkey
236,473,nonkey
263,319,nonkey
263,187,nonkey
263,441,nonkey
263,165,nonkey
263,198,nonkey
263,386,nonkey
263,408,nonkey
263,297,nonkey
263,473,nonkey
315,494,nonkey
315,319,nonkey
315,209,nonkey
315,374,nonkey
315,462,nonkey
315,418,nonkey
315,165,nonkey
315,329,nonkey
315,386,nonkey
315,175,nonkey
315,297,nonkey
315,473,nonkey
315,187,nonkey
315,441,nonkey
315,396,nonkey
315,483,nonkey
315,308,nonkey
315,198,nonkey
315,364,nonkey
315,408,nonkey
315,451,nonkey
315,275,nonkey
424,165,nonkey
438,165,nonkey
373,187,nonkey
338,275,nonkey
338,297,nonkey
338,473,nonkey
338,319,nonkey
338,441,nonkey
338,286,nonkey
338,198,nonkey
338,364,nonkey
338,386,nonkey
338,408,nonkey
383,408,nonkey
383,275,nonkey
383,451,nonkey
383,297,nonkey
383,473,nonkey
383,319,nonkey
383,483,nonkey
383,198,nonkey
383,364,nonkey
383,386,nonkey
458,386,nonkey
458,408,nonkey
458,275,nonkey
458,297,nonkey
458,319,nonkey
458,198,nonkey
458,364,nonkey
469,198,nonkey
469,364,nonkey
469,386,nonkey
469,408,nonkey
469,275,nonkey
469,297,nonkey
469,319,nonkey
482,198,nonkey
482,364,nonkey
482,386,nonkey
482,408,nonkey
482,275,nonkey
482,297,nonkey
482,319,nonkey
539,198,nonkey
539,364,nonkey
539,386,nonkey
539,408,nonkey
539,297,nonkey
539,319,nonkey
360,209,nonkey
360,374,nonkey
360,396,nonkey
360,418,nonkey
360,308,nonkey
360,329,nonkey
388,209,nonkey
388,374,nonkey
388,396,nonkey
388,418,nonkey
388,308,nonkey
388,329,nonkey
426,209,nonkey
426,374,nonkey
426,396,nonkey
426,418,nonkey
426,308,nonkey
426,329,nonkey
223,232,nonkey
223,220,nonkey
245,220,nonkey
240,232,nonkey
239,341,nonkey
239,243,nonkey
116,264,nonkey
234,364,nonkey
234,275,nonkey
521,275,nonkey
188,297,nonkey
250,352,nonkey
250,429,nonkey
54,374,nonkey
228,429,nonkey
387,441,nonkey
417,441,nonkey
451,441,nonkey
462,441,nonkey
484,441,nonkey
540,441,nonkey
359,483,nonkey
359,451,nonkey
371,451,nonkey
371,483,nonkey
407,451,nonkey
407,483,nonkey
433,451,nonkey
433,483,nonkey
344,494,nonkey
344,462,nonkey
364,494,nonkey
364,462,nonkey
384,494,nonkey
384,462,nonkey
396,494,nonkey
396,462,nonkey
413,473,nonkey
446,473,nonkey
465,473,nonkey
487,473,nonkey
