x,y,label
92,215,key
92,158,key
92,226,key
92,322,key
84,204,key
84,277,key
84,311,key
84,170,key
84,187,key
84,243,key
84,294,key
84,260,key
311,260,key
311,277,key
148,311,key
272,322,key
224,260,nonkey
224,294,nonkey
224,215,nonkey
224,158,nonkey
224,277,nonkey
224,226,nonkey
224,170,nonkey
224,243,nonkey
224,322,nonkey
224,187,nonkey
123,187,nonkey
137,187,nonkey
150,187,nonkey
257,187,nonkey
248,215,nonkey
248,226,nonkey
248,243,nonkey
242,260,nonkey
242,277,nonkey
277,260,nonkey
277,277,nonkey
289,260,nonkey
289,277,nonkey
114,294,nonkey
128,294,nonkey
141,294,nonkey
249,294,nonkey
292,294,nonkey
132,311,nonkey
205,311,nonkey
