x,y,label
103,149,key
233,149,key
386,149,key
343,166,key
94,243,key
94,202,key
94,314,key
94,253,key
94,263,key
94,327,key
94,273,key
94,212,key
94,337,key
94,284,key
94,347,key
94,182,key
94,222,key
94,294,key
94,192,key
94,304,key
94,233,key
113,182,key
113,192,key
138,182,key
170,192,key
147,202,key
147,294,key
304,202,key
369,202,key
159,253,key
204,273,key
305,273,key
285,304,key
151,314,key
322,314,key
197,327,key
236,327,key
58,243,nonkey
58,202,nonkey
58,314,nonkey
58,253,nonkey
58,263,nonkey
58,327,nonkey
58,147,nonkey
58,273,nonkey
58,212,nonkey
58,337,nonkey
58,284,nonkey
58,347,nonkey
58,182,nonkey
58,222,nonkey
58,357,nonkey
58,304,nonkey
58,233,nonkey
58,368,nonkey
134,149,nonkey
265,149,nonkey
426,149,nonkey
426,166,nonkey
285,192,nonkey
285,243,nonkey
285,202,nonkey
285,314,nonkey
285,253,nonkey
285,263,nonkey
285,273,nonkey
285,327,nonkey
285,212,nonkey
285,337,nonkey
285,284,nonkey
285,347,nonkey
285,182,nonkey
285,294,nonkey
285,222,nonkey
285,357,nonkey
285,233,nonkey
285,368,nonkey
138,192,nonkey
160,192,nonkey
202,202,nonkey
435,202,nonkey
464,202,nonkey
146,212,nonkey
304,212,nonkey
316,212,nonkey
379,212,nonkey
157,222,nonkey
175,222,nonkey
198,222,nonkey
161,233,nonkey
181,243,nonkey
199,243,nonkey
173,273,nonkey
334,273,nonkey
176,294,nonkey
122,304,nonkey
340,304,nonkey
365,304,nonkey
378,304,nonkey
139,314,nonkey
184,327,nonkey
162,347,nonkey
94,357,nonkey
94,368,nonkey
144,357,nonkey
191,357,nonkey
