x,y,label
87,641,key
87,557,key
87,366,key
87,237,key
87,383,key
87,568,key
87,248,key
87,579,key
87,489,key
87,400,key
87,282,key
87,596,key
87,417,key
87,293,key
87,434,key
87,310,key
87,529,key
87,624,key
87,327,key
87,450,key
87,545,key
143,237,key
95,501,key
95,652,key
95,350,key
95,512,key
95,664,key
95,607,key
95,260,key
95,271,key
95,338,key
288,260,key
179,350,key
162,383,key
189,383,key
382,451,key
382,434,key
136,450,key
340,462,key
128,557,key
159,596,key
337,608,key
288,339,nonkey
288,451,nonkey
288,546,nonkey
288,652,nonkey
288,350,nonkey
288,664,nonkey
288,557,nonkey
288,367,nonkey
288,462,nonkey
288,568,nonkey
288,473,nonkey
288,383,nonkey
288,271,nonkey
288,579,nonkey
288,501,nonkey
288,282,nonkey
288,417,nonkey
288,512,nonkey
288,294,nonkey
288,608,nonkey
288,434,nonkey
288,310,nonkey
288,529,nonkey
288,624,nonkey
312,282,nonkey
313,579,nonkey
313,339,nonkey
313,652,nonkey
313,417,nonkey
313,664,nonkey
313,294,nonkey
313,557,nonkey
313,568,nonkey
313,383,nonkey
313,624,nonkey
129,310,nonkey
146,310,nonkey
158,350,nonkey
296,400,nonkey
308,451,nonkey
308,434,nonkey
346,451,nonkey
346,434,nonkey
358,451,nonkey
358,434,nonkey
478,451,nonkey
510,451,nonkey
304,501,nonkey
304,462,nonkey
441,462,nonkey
350,473,nonkey
310,546,nonkey
310,512,nonkey
148,529,nonkey
165,529,nonkey
302,529,nonkey
120,545,nonkey
138,545,nonkey
142,596,nonkey
223,596,nonkey
197,624,nonkey
