x,y,label
84,659,key
84,219,key
84,338,key
84,456,key
84,230,key
84,354,key
84,247,key
84,552,key
84,371,key
84,473,key
84,264,key
84,569,key
84,388,key
84,484,key
84,304,key
84,495,key
84,608,key
84,174,key
84,416,key
84,185,key
84,507,key
84,321,key
84,642,key
84,524,key
133,174,key
92,580,key
92,287,key
92,591,key
92,535,key
92,619,key
92,428,key
92,197,key
92,208,key
92,275,key
92,439,key
152,321,key
175,321,key
352,371,key
120,484,key
148,524,key
335,535,key
264,321,nonkey
264,337,nonkey
264,535,nonkey
264,354,nonkey
264,371,nonkey
264,552,nonkey
264,580,nonkey
264,388,nonkey
264,591,nonkey
264,400,nonkey
264,630,nonkey
264,428,nonkey
264,197,nonkey
264,208,nonkey
264,439,nonkey
264,658,nonkey
264,219,nonkey
264,230,nonkey
264,456,nonkey
264,247,nonkey
264,275,nonkey
264,473,nonkey
264,287,nonkey
264,484,nonkey
264,304,nonkey
264,495,nonkey
264,507,nonkey
296,208,nonkey
288,321,nonkey
288,535,nonkey
288,230,nonkey
288,354,nonkey
288,247,nonkey
288,552,nonkey
288,275,nonkey
288,580,nonkey
288,287,nonkey
288,484,nonkey
288,591,nonkey
288,304,nonkey
288,495,nonkey
288,507,nonkey
339,287,nonkey
339,304,nonkey
351,287,nonkey
351,304,nonkey
282,388,nonkey
282,337,nonkey
283,371,nonkey
318,371,nonkey
330,371,nonkey
327,388,nonkey
364,388,nonkey
356,400,nonkey
279,428,nonkey
284,439,nonkey
139,456,nonkey
154,456,nonkey
166,456,nonkey
287,456,nonkey
114,473,nonkey
128,473,nonkey
141,473,nonkey
285,473,nonkey
132,524,nonkey
205,524,nonkey
309,535,nonkey
177,552,nonkey
290,630,nonkey
267,642,nonkey
