x,y,label
93,686,key
93,737,key
93,696,key
93,592,key
93,644,key
93,779,key
93,623,key
93,789,key
92,768,key
92,665,key
92,634,key
91,675,key
91,717,key
91,748,key
91,706,key
154,675,key
148,706,key
169,706,key
138,717,key
81,727,key
95,758,key
125,758,key
280,779,key
319,779,key
81,737,nonkey
81,696,nonkey
81,644,nonkey
81,748,nonkey
81,706,nonkey
81,582,nonkey
81,665,nonkey
81,758,nonkey
81,675,nonkey
81,717,nonkey
81,592,nonkey
81,779,nonkey
81,623,nonkey
81,789,nonkey
81,634,nonkey
81,686,nonkey
96,582,nonkey
136,582,nonkey
161,582,nonkey
179,582,nonkey
194,582,nonkey
209,582,nonkey
242,582,nonkey
278,582,nonkey
280,634,nonkey
280,789,nonkey
280,686,nonkey
280,737,nonkey
280,696,nonkey
280,644,nonkey
280,748,nonkey
280,665,nonkey
280,706,nonkey
280,768,nonkey
280,592,nonkey
280,603,nonkey
280,675,nonkey
280,717,nonkey
280,613,nonkey
280,623,nonkey
304,665,nonkey
304,706,nonkey
304,634,nonkey
304,789,nonkey
304,737,nonkey
304,696,nonkey
304,675,nonkey
304,717,nonkey
304,748,nonkey
328,665,nonkey
328,706,nonkey
328,634,nonkey
328,789,nonkey
328,737,nonkey
328,696,nonkey
328,675,nonkey
328,717,nonkey
328,748,nonkey
373,665,nonkey
373,706,nonkey
373,634,nonkey
373,789,nonkey
373,737,nonkey
373,696,nonkey
373,675,nonkey
373,717,nonkey
373,748,nonkey
395,665,nonkey
395,706,nonkey
395,634,nonkey
395,789,nonkey
395,737,nonkey
395,696,nonkey
395,675,nonkey
395,717,nonkey
395,748,nonkey
100,655,nonkey
127,655,nonkey
138,675,nonkey
138,655,nonkey
303,686,nonkey
202,717,nonkey
317,768,nonkey
355,768,nonkey
309,779,nonkey
178,789,nonkey
