x,y,label
86,534,key
86,421,key
86,330,key
86,438,key
86,228,key
86,245,key
86,370,key
86,387,key
86,477,key
86,262,key
86,398,key
86,494,key
86,296,key
86,313,key
86,409,key
161,245,key
188,245,key
367,245,key
94,545,key
94,279,key
94,562,key
94,341,key
94,353,key
94,506,key
94,449,key
94,517,key
136,313,key
383,313,key
127,398,key
158,438,key
340,461,key
119,545,key
288,421,nonkey
288,546,nonkey
288,563,nonkey
288,341,nonkey
288,228,nonkey
288,353,nonkey
288,245,nonkey
288,370,nonkey
288,449,nonkey
288,461,nonkey
288,387,nonkey
288,478,nonkey
288,279,nonkey
288,296,nonkey
288,398,nonkey
288,506,nonkey
288,517,nonkey
288,410,nonkey
288,313,nonkey
314,421,nonkey
314,228,nonkey
314,506,nonkey
314,517,nonkey
314,370,nonkey
314,410,nonkey
307,245,nonkey
307,449,nonkey
330,245,nonkey
343,245,nonkey
313,478,nonkey
313,279,nonkey
313,341,nonkey
313,296,nonkey
313,353,nonkey
313,398,nonkey
308,313,nonkey
346,313,nonkey
359,313,nonkey
120,387,nonkey
137,387,nonkey
151,387,nonkey
310,387,nonkey
141,438,nonkey
222,438,nonkey
133,449,nonkey
150,449,nonkey
164,449,nonkey
197,477,nonkey
