x,y,label
39,241,key
39,205,key
84,205,key
31,308,key
31,319,key
31,286,key
31,330,key
31,253,key
31,218,key
31,297,key
31,229,key
31,264,key
75,241,key
129,241,key
200,241,key
294,241,key
324,286,key
303,308,key
303,229,nonkey
303,264,nonkey
303,275,nonkey
303,319,nonkey
303,330,nonkey
303,286,nonkey
303,253,nonkey
303,218,nonkey
303,297,nonkey
303,341,nonkey
111,241,nonkey
183,241,nonkey
256,241,nonkey
280,241,nonkey
322,341,nonkey
322,264,nonkey
322,275,nonkey
322,319,nonkey
322,330,nonkey
322,253,nonkey
322,297,nonkey
31,275,nonkey
31,341,nonkey
76,286,nonkey
84,341,nonkey
97,341,nonkey
