x,y,label
70,594,key
70,606,key
70,755,key
70,686,key
70,617,key
70,698,key
70,629,key
70,640,key
70,709,key
70,652,key
70,721,key
70,548,key
70,560,key
70,571,key
70,663,key
70,583,key
70,732,key
70,744,key
70,675,key
241,548,key
280,744,key
280,617,key
299,744,key
299,617,key
309,652,key
329,652,key
323,675,key
343,675,key
111,698,key
297,698,key
317,698,key
241,594,nonkey
241,606,nonkey
241,755,nonkey
241,686,nonkey
241,617,nonkey
241,698,nonkey
241,629,nonkey
241,640,nonkey
241,709,nonkey
241,652,nonkey
241,721,nonkey
241,560,nonkey
241,571,nonkey
241,663,nonkey
241,583,nonkey
241,744,nonkey
241,675,nonkey
269,640,nonkey
269,606,nonkey
269,686,nonkey
269,663,nonkey
269,583,nonkey
322,640,nonkey
322,686,nonkey
322,663,nonkey
322,583,nonkey
264,594,nonkey
283,606,nonkey
311,606,nonkey
266,755,nonkey
266,617,nonkey
266,744,nonkey
335,744,nonkey
335,617,nonkey
260,629,nonkey
365,652,nonkey
274,675,nonkey
289,675,nonkey
306,675,nonkey
379,675,nonkey
263,721,nonkey
263,698,nonkey
280,721,nonkey
280,698,nonkey
353,698,nonkey
257,709,nonkey
177,721,nonkey
297,721,nonkey
332,721,nonkey
