x,y,label
93,333,key
93,146,key
93,198,key
93,343,key
93,250,key
93,364,key
93,302,key
93,177,key
93,260,key
93,353,key
92,219,key
92,229,key
92,384,key
92,188,key
91,271,key
91,240,key
91,281,key
91,374,key
91,312,key
91,395,key
154,240,key
148,271,key
169,271,key
138,395,key
138,281,key
81,291,key
95,322,key
125,322,key
280,333,key
319,333,key
130,384,key
429,395,key
81,146,nonkey
81,271,nonkey
81,229,nonkey
81,364,nonkey
81,322,nonkey
81,177,nonkey
81,240,nonkey
81,281,nonkey
81,188,nonkey
81,374,nonkey
81,333,nonkey
81,198,nonkey
81,343,nonkey
81,250,nonkey
81,384,nonkey
81,302,nonkey
81,136,nonkey
81,260,nonkey
81,353,nonkey
81,312,nonkey
81,395,nonkey
96,136,nonkey
136,136,nonkey
161,136,nonkey
179,136,nonkey
194,136,nonkey
209,136,nonkey
242,136,nonkey
278,136,nonkey
280,312,nonkey
280,395,nonkey
280,146,nonkey
280,157,nonkey
280,229,nonkey
280,271,nonkey
280,167,nonkey
280,364,nonkey
280,322,nonkey
280,177,nonkey
280,188,nonkey
280,240,nonkey
280,281,nonkey
280,374,nonkey
280,198,nonkey
280,250,nonkey
280,343,nonkey
280,302,nonkey
280,384,nonkey
280,260,nonkey
280,353,nonkey
302,157,nonkey
316,395,nonkey
316,157,nonkey
301,167,nonkey
315,167,nonkey
304,353,nonkey
304,312,nonkey
304,229,nonkey
304,271,nonkey
304,364,nonkey
304,322,nonkey
304,188,nonkey
304,240,nonkey
304,281,nonkey
304,374,nonkey
304,343,nonkey
304,302,nonkey
304,384,nonkey
304,260,nonkey
328,353,nonkey
328,312,nonkey
328,229,nonkey
328,271,nonkey
328,364,nonkey
328,322,nonkey
328,188,nonkey
328,240,nonkey
328,281,nonkey
328,374,nonkey
328,343,nonkey
328,302,nonkey
328,384,nonkey
328,260,nonkey
373,353,nonkey
373,312,nonkey
373,229,nonkey
373,271,nonkey
373,364,nonkey
373,322,nonkey
373,188,nonkey
373,240,nonkey
373,281,nonkey
373,374,nonkey
373,343,nonkey
373,302,nonkey
373,384,nonkey
373,260,nonkey
395,260,nonkey
395,353,nonkey
395,312,nonkey
395,229,nonkey
395,271,nonkey
395,364,nonkey
395,322,nonkey
395,188,nonkey
395,240,nonkey
395,281,nonkey
395,374,nonkey
395,343,nonkey
395,302,nonkey
395,384,nonkey
299,198,nonkey
92,208,nonkey
107,208,nonkey
118,208,nonkey
133,208,nonkey
149,208,nonkey
176,208,nonkey
196,208,nonkey
230,208,nonkey
138,240,nonkey
303,250,nonkey
202,281,nonkey
309,333,nonkey
178,343,nonkey
296,395,nonkey
334,395,nonkey
348,395,nonkey
386,395,nonkey
397,395,nonkey
417,395,nonkey
470,395,nonkey
