x,y,label
93,182,key
93,141,key
93,234,key
93,213,key
93,79,key
93,224,key
93,130,key
93,244,key
92,99,key
92,110,key
92,265,key
91,120,key
91,162,key
91,255,key
91,192,key
91,275,key
91,151,key
154,120,key
148,151,key
169,151,key
138,162,key
138,275,key
81,172,key
95,203,key
125,203,key
280,213,key
319,213,key
130,265,key
81,141,nonkey
81,234,nonkey
81,192,nonkey
81,275,nonkey
81,151,nonkey
81,110,nonkey
81,244,nonkey
81,203,nonkey
81,120,nonkey
81,162,nonkey
81,255,nonkey
81,213,nonkey
81,79,nonkey
81,224,nonkey
81,130,nonkey
81,265,nonkey
81,182,nonkey
280,130,nonkey
280,224,nonkey
280,182,nonkey
280,265,nonkey
280,141,nonkey
280,234,nonkey
280,192,nonkey
280,275,nonkey
280,110,nonkey
280,151,nonkey
280,244,nonkey
280,203,nonkey
280,120,nonkey
280,162,nonkey
280,255,nonkey
280,79,nonkey
299,79,nonkey
92,89,nonkey
107,89,nonkey
118,89,nonkey
133,89,nonkey
149,89,nonkey
176,89,nonkey
192,89,nonkey
225,89,nonkey
304,224,nonkey
304,182,nonkey
304,265,nonkey
304,141,nonkey
304,234,nonkey
304,192,nonkey
304,275,nonkey
304,110,nonkey
304,151,nonkey
304,244,nonkey
304,203,nonkey
304,120,nonkey
304,162,nonkey
304,255,nonkey
328,224,nonkey
328,182,nonkey
328,265,nonkey
328,141,nonkey
328,234,nonkey
328,192,nonkey
328,275,nonkey
328,110,nonkey
328,151,nonkey
328,244,nonkey
328,203,nonkey
328,120,nonkey
328,162,nonkey
328,255,nonkey
373,224,nonkey
373,182,nonkey
373,265,nonkey
373,141,nonkey
373,234,nonkey
373,192,nonkey
373,275,nonkey
373,110,nonkey
373,151,nonkey
373,244,nonkey
373,203,nonkey
373,120,nonkey
373,162,nonkey
373,255,nonkey
395,224,nonkey
395,182,nonkey
395,265,nonkey
395,141,nonkey
395,234,nonkey
395,192,nonkey
395,275,nonkey
395,110,nonkey
395,151,nonkey
395,244,nonkey
395,203,nonkey
395,120,nonkey
395,162,nonkey
395,255,nonkey
138,120,nonkey
303,130,nonkey
202,162,nonkey
309,213,nonkey
178,224,nonkey
