x,y,label
84,197,key
84,309,key
84,214,key
84,321,key
84,247,key
84,332,key
84,349,key
84,140,key
84,264,key
84,377,key
84,281,key
84,180,key
84,394,key
84,298,key
92,416,key
92,152,key
92,360,key
92,163,key
92,230,key
92,405,key
164,163,key
151,197,key
174,197,key
350,247,key
350,264,key
127,264,key
120,309,key
148,349,key
262,360,key
142,405,key
262,416,nonkey
262,197,nonkey
262,309,nonkey
262,230,nonkey
262,321,nonkey
262,247,nonkey
262,332,nonkey
262,151,nonkey
262,264,nonkey
262,163,nonkey
262,377,nonkey
262,281,nonkey
262,180,nonkey
262,298,nonkey
262,405,nonkey
286,298,nonkey
286,197,nonkey
286,151,nonkey
286,309,nonkey
286,230,nonkey
286,321,nonkey
286,163,nonkey
286,377,nonkey
286,281,nonkey
286,332,nonkey
286,180,nonkey
145,163,nonkey
281,264,nonkey
281,247,nonkey
315,264,nonkey
315,247,nonkey
327,264,nonkey
327,247,nonkey
132,349,nonkey
206,349,nonkey
181,377,nonkey
