x,y,label
102,150,key
232,150,key
386,150,key
343,166,key
94,233,key
94,305,key
94,243,key
94,315,key
94,203,key
94,254,key
94,327,key
94,264,key
94,274,key
94,213,key
94,338,key
94,284,key
94,348,key
94,182,key
94,223,key
94,294,key
94,192,key
113,192,key
113,182,key
138,182,key
170,192,key
147,203,key
147,294,key
295,203,key
360,203,key
159,254,key
204,274,key
294,274,key
151,315,key
383,315,key
197,327,key
236,327,key
58,233,nonkey
58,305,nonkey
58,368,nonkey
58,243,nonkey
58,315,nonkey
58,203,nonkey
58,254,nonkey
58,327,nonkey
58,264,nonkey
58,147,nonkey
58,274,nonkey
58,213,nonkey
58,338,nonkey
58,284,nonkey
58,348,nonkey
58,182,nonkey
58,223,nonkey
58,358,nonkey
133,150,nonkey
265,150,nonkey
426,150,nonkey
426,166,nonkey
426,203,nonkey
276,358,nonkey
276,233,nonkey
276,305,nonkey
276,368,nonkey
276,192,nonkey
276,243,nonkey
276,315,nonkey
276,203,nonkey
276,254,nonkey
276,264,nonkey
276,327,nonkey
276,274,nonkey
276,338,nonkey
276,284,nonkey
276,182,nonkey
276,223,nonkey
276,294,nonkey
138,192,nonkey
160,192,nonkey
202,203,nonkey
448,203,nonkey
146,213,nonkey
284,213,nonkey
284,348,nonkey
299,213,nonkey
299,284,nonkey
311,213,nonkey
374,213,nonkey
157,223,nonkey
175,223,nonkey
198,223,nonkey
161,233,nonkey
181,243,nonkey
199,243,nonkey
173,274,nonkey
322,274,nonkey
176,294,nonkey
122,305,nonkey
139,315,nonkey
414,315,nonkey
430,315,nonkey
184,327,nonkey
162,348,nonkey
94,368,nonkey
94,358,nonkey
144,358,nonkey
191,358,nonkey
