x,y,label
34,291,key
34,239,key
34,249,key
34,197,key
34,260,key
34,208,key
34,270,key
34,311,key
34,218,key
34,280,key
34,228,key
87,197,key
302,239,key
75,291,key
368,291,key
85,311,key
302,228,nonkey
302,291,nonkey
302,249,nonkey
302,197,nonkey
302,260,nonkey
302,301,nonkey
302,208,nonkey
302,270,nonkey
302,218,nonkey
302,311,nonkey
302,280,nonkey
325,280,nonkey
325,228,nonkey
325,249,nonkey
325,197,nonkey
325,260,nonkey
325,270,nonkey
327,208,nonkey
122,249,nonkey
336,291,nonkey
347,291,nonkey
454,291,nonkey
499,291,nonkey
374,301,nonkey
459,301,nonkey
