x,y,label
66,514,key
66,524,key
66,538,key
66,547,key
66,561,key
66,575,key
66,589,key
66,603,key
66,617,key
66,388,key
66,403,key
66,631,key
66,416,key
66,430,key
66,640,key
66,654,key
66,444,key
66,668,key
66,458,key
66,682,key
66,696,key
66,472,key
66,486,key
66,710,key
66,500,key
66,724,key
127,500,key
148,500,key
94,514,key
92,538,key
115,561,key
115,575,key
99,589,key
120,617,key
214,617,key
214,724,nonkey
214,500,nonkey
214,603,nonkey
214,514,nonkey
214,388,nonkey
214,403,nonkey
214,631,nonkey
214,416,nonkey
214,538,nonkey
214,430,nonkey
214,654,nonkey
214,444,nonkey
214,561,nonkey
214,668,nonkey
214,682,nonkey
214,458,nonkey
214,696,nonkey
214,472,nonkey
214,589,nonkey
214,486,nonkey
214,710,nonkey
233,654,nonkey
233,724,nonkey
233,444,nonkey
233,500,nonkey
233,603,nonkey
233,682,nonkey
233,458,nonkey
233,631,nonkey
233,430,nonkey
100,458,nonkey
169,472,nonkey
227,514,nonkey
227,472,nonkey
117,603,nonkey
117,486,nonkey
192,500,nonkey
161,514,nonkey
159,538,nonkey
231,589,nonkey
231,538,nonkey
220,575,nonkey
234,575,nonkey
126,589,nonkey
245,589,nonkey
261,589,nonkey
279,589,nonkey
111,617,nonkey
152,631,nonkey
174,696,nonkey
232,696,nonkey
185,710,nonkey
158,724,nonkey
