x,y,label
84,259,key
84,315,key
84,366,key
84,197,key
84,332,key
84,208,key
84,276,key
84,349,key
84,383,key
84,242,key
133,197,key
92,394,key
92,219,key
92,287,key
92,231,key
92,298,key
224,219,key
311,349,key
311,332,key
148,383,key
272,394,key
224,315,nonkey
224,394,nonkey
224,259,nonkey
224,332,nonkey
224,366,nonkey
224,287,nonkey
224,231,nonkey
224,349,nonkey
224,298,nonkey
224,242,nonkey
123,259,nonkey
137,259,nonkey
150,259,nonkey
262,259,nonkey
248,315,nonkey
248,287,nonkey
248,298,nonkey
242,332,nonkey
242,349,nonkey
277,332,nonkey
277,349,nonkey
289,349,nonkey
289,332,nonkey
114,366,nonkey
128,366,nonkey
141,366,nonkey
249,366,nonkey
292,366,nonkey
132,383,nonkey
205,383,nonkey
