x,y,label
34,287,key
34,297,key
34,307,key
34,504,key
34,318,key
34,328,key
34,338,key
34,349,key
34,359,key
34,369,key
34,380,key
34,390,key
34,400,key
34,411,key
34,421,key
34,431,key
34,442,key
34,235,key
34,452,key
34,245,key
34,462,key
34,256,key
34,266,key
34,473,key
34,276,key
377,235,key
104,307,key
96,338,key
119,338,key
63,349,key
62,359,key
87,380,key
75,473,key
368,473,key
302,483,key
85,504,key
302,276,nonkey
302,287,nonkey
302,297,nonkey
302,494,nonkey
302,504,nonkey
302,307,nonkey
302,318,nonkey
302,328,nonkey
302,338,nonkey
302,349,nonkey
302,359,nonkey
302,369,nonkey
302,380,nonkey
302,390,nonkey
302,400,nonkey
302,411,nonkey
302,421,nonkey
302,431,nonkey
302,442,nonkey
302,235,nonkey
302,452,nonkey
302,245,nonkey
302,462,nonkey
302,256,nonkey
302,266,nonkey
302,473,nonkey
338,235,nonkey
325,276,nonkey
325,431,nonkey
325,380,nonkey
325,338,nonkey
325,442,nonkey
325,297,nonkey
325,452,nonkey
325,400,nonkey
325,359,nonkey
325,411,nonkey
325,328,nonkey
325,369,nonkey
86,307,nonkey
317,349,nonkey
327,390,nonkey
122,431,nonkey
320,462,nonkey
336,473,nonkey
336,462,nonkey
347,473,nonkey
454,473,nonkey
470,483,nonkey
