x,y,label
71,250,key
71,305,key
71,327,key
71,371,key
71,272,key
71,414,key
71,294,key
71,349,key
71,392,key
71,436,key
103,250,key
275,272,key
111,371,key
111,392,key
107,414,key
118,436,key
227,392,nonkey
227,436,nonkey
227,250,nonkey
227,327,nonkey
227,371,nonkey
227,272,nonkey
227,414,nonkey
227,294,nonkey
227,349,nonkey
245,250,nonkey
156,294,nonkey
258,392,nonkey
258,436,nonkey
258,327,nonkey
258,371,nonkey
258,414,nonkey
258,294,nonkey
258,349,nonkey
271,349,nonkey
271,392,nonkey
271,436,nonkey
271,327,nonkey
271,371,nonkey
271,414,nonkey
271,294,nonkey
297,294,nonkey
297,349,nonkey
297,392,nonkey
297,436,nonkey
297,327,nonkey
297,371,nonkey
297,414,nonkey
340,294,nonkey
340,349,nonkey
340,392,nonkey
340,436,nonkey
340,327,nonkey
340,371,nonkey
340,414,nonkey
360,294,nonkey
360,349,nonkey
360,392,nonkey
360,436,nonkey
360,327,nonkey
360,371,nonkey
360,414,nonkey
